,PROYECTO,OBRA,RUT,CONSTRUCTORA,FECHA INICIO,FECHA TERMINO,ULTIMO EP PRESENTADO,AVANCE EN OBRA,MONTO EN $,$ POR FACTURAR,Anticipo x devolver,Retenciones acumuladas,% x Facturar,35700,Vendedor,Supervisor,Venc de Poliza ANT,Venc de Poliza FC,Devolución de retenciones,217465.036046312,217465.036046312.1,217465.036046312.2,217465.036046312.3,0,0.1,0.2,0.3,0.4,0.5
26,P-1682,Plaza Ceppi,"96.522.120-4,",Empresa Constructora Ingenieros S.A ISA,2023-09-30 00:00:00,2023-01-31,,0.9996677367405495,77511681.77212289,7643225.068021053,74255094.67127101,462803.50095,0.09860739559865855,,Carlos Toro,,,,,,,,,,,,,,
27,P-1683,CD BP-A05,76.525.290-3,EBCO,2021-09-01 00:00:00,2021-12-31,,1.0000052309673264,57098333.67931753,482175.3789373462,682473.1916351685,-34.00424999988587,0.008444648869184118,,Eduardo Figueroa,,2021-09-01 00:00:00,2022-02-28 00:00:00,,,,,,,,,,,
28,P-1684,Edificio Goycolea,76.525.290-3,EBCO,2021-10-01 00:00:00,2022-08-31,,0.1533134095732885,164431253.34631807,117091977.9666,23692664.66540852,1295814.7880999998,0.712102934105756,,Leonardo toro,,2022-10-31 00:00:00,2022-10-31 00:00:00,60 DIAS RECEPCION,,,,,,,,,,
29,P-1685,MAPA EDIFICIOS NO OPERACIONALES C-918,80.207.900-1,CVV,CERRADO,,,0.3507662470681819,153894009.9611333,92604982.74631798,17219916.224338483,5509836.208947001,0.6017452061305429,,Carlos Toro,,,,,,,,,,,,,,
30,P-1686,Icalma Macul,89.853.600-9,Ingevec,2021-09-27 00:00:00,2022-05-27,,0.8972835608108111,105081270.12698555,18286180.029600002,-264903.07138086087,4584709.311,0.1740194042906224,,Leonardo toro,,,,,,,,,,,,,,
31,P-1687,Rojas Magallanes,76.299.890-4,EMM,2022-07-04 00:00:00,2022-12-05,,0.8130816754368686,25285885.041856248,5012895.146699998,1098360.3186250003,1031533.0609500002,0.19824875176020332,,Carlos Toro,,2023-03-05 00:00:00,2023-03-05 00:00:00,,,,,,,,,,,
32,P-1688,Suiza,76.071.313-9,Moller y Perez Cotapos,2021-12-13 00:00:00,2022-07-28,,0.9389874584837544,50214086.805994794,7054022.226299997,-366124.24806528003,2321388.2695500003,0.14047895072858033,,Carlos Toro,,,,,,,,,,,,,,
33,P-1689,Casino Buenaventura,76.525.290-3,EBCO,2021-11-01 00:00:00,2021-12-31,,0.9999999372735967,20986779.504522532,1151749.733050183,-85027.97504595995,1065859.1286000002,0.05487977480308436,,Eduardo Figueroa,,2021-11-01 00:00:00,2022-02-28 00:00:00,,,,,,,,,,,
34,P-1690,Edificio Ongolmo,76.210.676-0,Cantauco Construccion ltda,2021-11-01 00:00:00,2021-02-28,,0.8784517835780316,64872885.77759347,14250333.9783,920599.8963217385,2583739.00155,0.21966548593437077,,Carlos Toro,,,,,,,,,,,,,,
35,P-1691,Rosario Rosales,76.009.867-1,Pradoverde ltda,2021-11-15 00:00:00,2022-01-30,,,5751334.0345,7126965.93,-657668.530336,0.0,1.2391848373348031,,Carlos Toro,,,,,,,,,,,,,,
36,P-1692,Jose Perez Cotapos,76.525.290-3,EBCO,2021-12-06 00:00:00,2022-06-30,,0.9161284256432621,91720000.0,15166690.559999995,19214920.189600002,4201364.960000001,0.16535859747056253,,Carlos Toro,,2021-12-06 00:00:00,2022-06-30 00:00:00,90 dias,,,,,,,,,,
37,P-1693,Volta V0800,77.295.110-8,ECOBIO SPA,2022-01-05 00:00:00,2022-05-05,,0.9828714130537519,141116486.0,4566335.999999998,-2149210.000000001,6934968.000000002,0.03235862888479237,,Carlos Gallegos,,,,,,,,,,,,,,
38,P-1694,Eco Huemul,76.690.901-9,ICF SPA,2022-01-15 00:00:00,2022-12-30,,0.3897833414450688,189774065.86611313,117341292.48659998,14124783.415563162,3144989.1081000003,0.6183210121523404,,Carlos Toro,,,,,,,,,,,,,,
39,P-1695,Edificio Estoril,84.102.200-9,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO LTDA,2022-07-11 00:00:00,2022-10-24,,0.461842824994943,94918400.0,37987899.99999999,13237055.0,2191869.1,0.4002163963994335,,Carlos Gallegos,,,,,,,,,,,,,,
40,P-1696,Santa Victoria,96.812.990-2,Constructora Terracorp SPA,2022-03-01 00:00:00,2022-09-27,,0.9766739595505618,75985768.28533825,1852761.884400013,-1312221.5381725603,0.0,0.024383011795611607,,Carlos Toro,,2022-10-27 00:00:00,,180 dias,,,,,,,,,,
41,P-1697,Fortaleza Estocolmo,96.897.350-9,CONSTRUCTORA FORTALEZA SPA.,2022-03-28 00:00:00,2022-11-30,,0.8257330173568143,97580171.13832003,21476420.815499987,7054022.226299997,3994345.4617500007,0.22009000973217327,,Carlos Toro,,2022-11-30 00:00:00,2022-11-30 00:00:00,2023-01-01 00:00:00,,,,,,,,,,
42,P-1698,Pci Andes,76.525.290-3,EBCO,2022-03-24 00:00:00,2022-08-31,,0.9963408168514022,57807633.83236125,5878517.3664,-398354.45490300097,2827844.5524,0.10169102204472433,,Eduardo Figueroa,,2022-08-31 00:00:00,NO APLICA,30 DIAS,,,,,,,,,,
43,P-1699,Villa panamericana,87.717.500-6,Empresa Constructora DLP S.A,2022-08-01 00:00:00,2023-10-10,,0.23323202810715857,406744605.6137377,258195871.4664,58528946.67537663,4438485.752400001,0.6347862218770124,,Carlos Toro,,2024-04-10 00:00:00,2024-10-10 00:00:00,2024-05-01 00:00:00,,,,,,,,,,
44,P-1700,Cd Orizon,76.525.290-3,EBCO,2022-04-06 00:00:00,2023-02-28,,0.9999940789830932,149471447.02094412,15121671.457410006,-1548032.737571574,7050273.942285001,0.10116762605028597,,Eduardo Figueroa,,2023-04-30 00:00:00,NO APLICA,30 DIAS,,,,,,,,,,
45,P-1701,Zenteno,78.134.800-7,Constructora    Grevia SpA,2022-05-03 00:00:00,2022-08-11,,0.9615202421052632,74623683.21555193,13306598.373600002,-215424.02938258063,4891493.851650001,0.17831602247725617,,Leonardo toro,,2022-12-11 00:00:00,NO APLICA,,8 meses,,,,,,,,,
46,P-1702,Karun Vitacura,76.868.869-9,CONSTRUCTORA UNION SpA,2022-05-02 00:00:00,2022-11-02,,0.0,0.0,0.0,14068886.860000001,0.0,0.2,,Carlos Toro,,,,,,,,,,,,,,
47,P-1703,Santa Victoria Danacorp,78.056.380-K,DANACORP S.A.,2022-05-23 00:00:00,2022-12-29,,0.97926631300813,56316406.63043365,6704541.1341999965,220158.84900435735,2866704.2047,0.11905129491299665,,Carlos Toro,,2022-12-29 00:00:00,2023-03-31 00:00:00,,,,,,,,,,,
48,P-1704,Interiorismo MELI,76.525.290-3,EBCO,2022-06-01 00:00:00,2023-09-29,,0.7284678808233223,1058718831.8694887,405521524.08453006,0.0,32124908.037600003,0.38303042496038253,,CARLOS ROGERS,,2023-04-30 00:00:00,NO APLICA,30 DIAS,,,,,,,,,,
49,P-1705,Los Clarines,96.513.310-0,Empresa Constructora Inarco S.a,2022-05-17 00:00:00,2023-04-18,,0.46946222777777774,65200940.03175915,30290650.070100002,6182441.047557557,1508382.13785,0.46457382447776874,,Carlos Toro,,2023-06-16 00:00:00,2023-06-16 00:00:00,,,,,,,,,,,
50,P-1706,California,79.877.450-6,CONSTRUCTORA E INVERSIONES VITAL SPA,2022-12-01 00:00:00,2023-03-10,,0.3370556878216124,104786220.54480116,58699316.199300006,12641325.663265081,1753793.43405,0.5601816335593783,,Carlos Toro,,,,,,,,,,,,,,
51,P-1707,Las Tranqueras,76.910.360-0,CONSTRUCTORA SANTOYALA LTDA,2022-06-01 00:00:00,2023-01-31,,0.5673773493333333,67945807.15644336,28481093.525220007,4913506.195049498,2656992.4670100003,0.4191736726247592,,Carlos Toro,,,,,,,,,,,,,,
52,P-1708,Eco España,76.690.901-9,CONSTRUCTORA ICF SpA.,2022-12-02 00:00:00,2023-10-02,,0.007200370247933885,213452539.86256003,171699379.62240002,40262835.022624,77758.5984,0.8043913636865391,,Carlos Toro,,,,,,,,,,,,,,
53,P-1709,CC San Pedro,76.525.290-3,EBCO,2023-05-30 00:00:00,2023-03-30,,1.0000000122097539,105853124.46769226,31544276.98613333,-1278529.31422632,15739830.405599998,0.2980004335702065,,Eduardo Figueroa,,,,,,,,,,,,,,
54,P-1712,CC Viña Outlet Park,76.525.290-3,EBCO,2022-07-01 00:00:00,2023-02-28,,0.7228878141164692,215321946.831668,62918155.916700006,9790855.656008538,7733096.00595,0.2922050299214853,,Eduardo Figueroa,,,,,,,,,,,,,,
55,P-1713,51 Reservas San Francisco Edificio,96.568.180-9,Empresa Nacional de la Construcción Las Vertientes SPA,2022-06-15 00:00:00,2023-08-25,,0.03458015374292325,123509706.24103087,93771527.6295,25155816.111445095,241935.24075000003,0.7592239548080828,,Leonardo toro,,,,,,,,,,,,,,
56,P-1714,Departamental II,77.576.314-0,Empresas Constructora Fuerza Sur Dos Spa.,2022-08-02 00:00:00,2023-03-30,,0.993798508834766,61454685.567952126,6311714.946600009,0.0,2970418.5,0.10270518656581479,,Leonardo toro,,,,,,,,,,,,,,
57,P-1715,Lo Echevers,96.602.670-7,Ingeniería y Construcción Quezada y Boetsch S.A,,2023-06-01,,0.12163386825537129,335709882.4289,254666530.12500003,42462961.38879375,150297.0,0.7585911033731212,,Eduardo Figueroa,,,,,,,,,,,,,,
58,P-1716,Astara,76.040.171-4,ASTARA LOGÍSTICA CHILE SPA,2022-11-22 00:00:00,2023-02-22,,1.0531424662615485,121165036.91180915,6045776.733499998,-4029133.0952732707,5608541.42975,0.04989704033103593,,Eduardo Figueroa,,,,,,,,,,,,,,
59,P-1717,ECO QUILIN,76.690.901-9,CONSTRUCTORA ICF SpA.,2022-11-30 00:00:00,2024-05-30,,0.0,170727176.424,145595310.0,25131866.424,0.0,0.8527951615530432,,Carlos Toro,,,,,,,,,,,,,,
60,P-1718,Patio de comida,76.525.290-3,EBCO,2022-11-18 00:00:00,2023-01-31,,0.6928990238272272,184014731.0136702,60305992.45019998,6571142.818666484,5294500.3881,0.3277237214542347,,Eduardo Figueroa,,,,,,,,,,,,,,
61,P-1719,CD METALPAR,76.525.290-3,EBCO,,,,0.0,194809188.0,194809188.0,0.0,0.0,1.0,,Eduardo Figueroa,,,,,,,,,,,,,,
62,P-1720,Decombe,76.202.259-1,CONSTRUCTORA CONSTRUCTIVA SA,2022-12-08 00:00:00,2023-03-31,,0.0,10690929.97584,0.0,10690929.97584,0.0,0.0,,Carlos Gallegos,,,,,,,,,,,,,,
63,P-1721,Strip Center Luis Pasteur,77.209.276-8,Inmobiliaria Luis Pasteur S.A.,2022-12-20 00:00:00,2023-02-23,,0.7362421982553322,58149422.74967626,20145306.617100004,0.0,2856725.29905,0.34644035425462866,,Carlos Gallegos,,,,,,,,,,,,,,
64,P-1722,Eco Cerrillo,76.690.901-9,CONSTRUCTORA ICF SpA.,2022-12-19 00:00:00,2024-07-19,,0.0,286693424.5,229908000.0,56785424.49999999,0.0,0.8019297980097203,,Carlos Toro,,,,,,,,,,,,,,
65,P-1723,Villa panamericana Lote C,96.691.680-K,MENA Y OVALLE CONSTRUCTORA,2023-02-06 00:00:00,2023-09-15,,0.26593792673507666,328203511.36310196,222359008.5192,0.0,0.0,0.6775034416776765,,Carlos Toro,,,,,,,,,,,,,,
66,P-1724,185 VOLTA,77.629.320-2,Constructora   Izquierdo   SPA,2023-01-18 00:00:00,2023-03-14,,0.0,28935271.0,0.0,0.0,0.0,0.0,,Carlos Gallegos,,,,,,,,,,,,,,
67,P-1725,Lo Cañas,76363031-5,Constructora Brisas de Batuco S.A.,2023-01-30 00:00:00,2023-07-18,,0.1437016699029126,103000000.0,70558982.4,17639745.6,740063.6000000001,0.68503866407767,,Leonardo toro,,,,,,,,,,,,,,
68,P-1726,La Gloria,76.574.649-3,La Gloria S.A,2023-04-03 00:00:00,2023-05-30,,0.6277669014528914,76030481.44243327,27088122.478121255,4799242.303913184,2308395.29025,0.3562797704843039,,Eduardo Figueroa,,,,,,,,,,,,,,
69,P-1727,Budnik,92.745.000-3 ,BUDNIK HERMANOS S.A,2023-03-20 00:00:00,2023-06-21,,0.20049973363765128,166727122.73335516,112358562.48329999,27226156.142610617,1417527.99405,0.6739069243280458,,Carlos Gallegos,,,,,,,,,,,,,,
70,P-1728,VOLTA SEGREGACIÓN,77.029.255 - 7,EMPRESA CONSTRUCTORA MAS SPA,2023-04-01 00:00:00,2023-04-30,,0.9999999492054977,7874868.0,0.40000000037252903,0.0,0.0,5.079450225356527e-08,,Carlos Gallegos,,,,,,,,,,,,,,
,PROYECTO,OBRA,RUT,CONSTRUCTORA,FECHA INICIO,FECHA TERMINO,ULTIMO EP PRESENTADO,AVANCE EN OBRA,MONTO EN $,$ POR FACTURAR,Anticipo x devolver,Retenciones acumuladas,% x Facturar,35700,Vendedor,Supervisor,Venc de Poliza ANT,Venc de Poliza FC,Devolución de retenciones,217465.036046312,217465.036046312.1,217465.036046312.2,217465.036046312.3,0,0.1,0.2,0.3,0.4,0.5
0,,,,,,,,,8111745112.450766,3283770104.372462,566088536.7116053,199016825.55482054,,,,,,,,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
1,P-1632,Chorrillos Clorox,76.108.978-1,SuKsa S.A,2019-02-04 00:00:00,2019-05-31,,0.9933700887993832,138107706.0252684,915642.2570371032,-0.06593868468189612,0.36403000075370073,0.006629914313902048,3.0,Eduardo Figueroa,Ingenieria,FIN,FIN,COBRAR - LLAMAR,217465.036046312,217465.036046312,217465.036046312,217465.036046312,0.0,0.0,0.0,0.0,0.0,0.0
2,P-1638,Colon,78134800-7,Grevia,2019-08-13 00:00:00,2020-03-27,,0.9999918512224644,43206282.0,2177592.643623121,-128127.90263931,2160225.774380993,0.05039990813426439,,Carlos Toro,,CHEQUE BLANCO,,,,,,,,,,,,
3,P-1645,Los 3 Antonios,77.710.830-1,EDICASA,2019-08-31 00:00:00,,,0.984642793244482,18150000.0,208732.44259012118,0.19489189819432795,-153400.66513063246,0.011500410060061772,,Leonardo toro,,2022-01-30 00:00:00,,180 DÍAS DE LA RECEPCIÓN DEFINITIVA O ANTES MEDIANTE CANJE,,,,,,,,,,
4,P-1647,Bodega corrosivos TW,76.564.630-8,Inmobiliaria y Rentas Logisticas S.A,,,,0.578139568676362,29482131.0,12437344.5,0.0,0.0,0.42186043132363804,,Eduardo Figueroa,,,,,,,,,,,,,,
5,P-1654,Exequiel Fernandez 1670 Cantauco,76.210.676-0,Cantauco Ltda,2019-12-02 00:00:00,2020-10-30,,0.9999950269876887,23880352.4905654,-4080851.0417444743,-85363.3669892037,1471634.3249999997,-0.17088738716720067,,Carlos Toro,,2020-04-30 00:00:00,,,,,,,,,,,,
6,P-1655,Decathlon,76.507.443-6,Decathlon,2019-12-23 00:00:00,2020-02-03,,0.9999935427939818,51593018.52617033,-10094172.106355183,-20482.85534529388,3232221.3399945,-0.19564996184968242,,Carlos Gallegos,,FIN,FIN,COBRAR-VER POST VENTA,,,,,,,,,,
7,P-1656,Mirador club Hipico (Abate Molina),79.877.450-6,Vital Spa,2019-12-18 00:00:00,2020-04-17,,1.0864111905228118,36463980.0,2634396.177000001,7706.244844000321,1725737.9999999998,0.07224653416878797,,Carlos Toro,,2020-04-17 00:00:00,2020-04-17 00:00:00,,,,,,,,,,,
8,P-1660,Coronel Alvarado,"80.536.800-4,",Larraín,2020-03-04 00:00:00,2020-08-04,,0.9882989104017412,39366390.0,1968451.5409125015,-169724.64776061257,1507993.5406725002,0.05000335415344159,,Carlos Toro,,2021-07-01 00:00:00,2021-07-01 00:00:00,,,,,,,,,,,
9,P-1661,San Vicente de Paul,78.056.380-k,Danacorp,2020-04-13 00:00:00,2020-09-30,,0.9756119854810503,48586986.0,732455.4720000029,-639093.0347059995,-424855.3469999996,0.015075137033608195,,Carlos Toro,,2020-10-30 00:00:00,2021-03-03 00:00:00,,,,,,,,,,,
10,P-1663,Oficinas Equifax,76.068.342-6,Equifax VRK,,,,0.9315095615539805,65362150.0,6742322.617892146,778633.0778186256,3044273.384436275,0.10315331759882664,,Leonardo Toro,,,,,,,,,,,,,,
11,P-1667,Eco Placilla Estación,76.690.901-9,Fundamenta,2021-03-15 00:00:00,2021-12-31,,0.958732205853406,85409828.0,7186493.760000005,432440.330000001,4094258.89,0.08414129765019554,,Carlos Toro,,2022-01-31 00:00:00,2022-03-31 00:00:00,Recepción del mandante contra póliza a un año,,,,,,,,,,
12,P-1668,Quillayes Oasis Plaza,76.299.890-4,EMM Molina Morel,,,,0.9758097051307915,37160752.59909741,-1719104.948902592,-334244.85977008194,1806838.37302487,-0.046261306046432096,,Carlos Toro,,,,1 año de recepción ó 60 días contra garantía,,,,,,,,,,
13,P-1669,Departamental II,96.522.120-4,ISA,2020-01-07 00:00:00,2022-07-29,,0.2893519256308101,80678430.0,0.0,0.0,1001152.9592885,0.0,,Leonardo toro,,2022-04-14 00:00:00,,12 meses,,,,,,,,,,
14,P-1670,MK II C4 SEG,77.137.860-9,Comercial k LTDA,,,,1.0000079488453906,202553946.0,176.00100001692772,2770476.4321285,4090550.803499999,8.689092633965656e-07,,Carlos gallegos,,2021-06-15 00:00:00,,60 días de la entrega,,,,,,,,,,
15,P-1671,Barrio Parque Santiago 8 y 9,76.541.270-6,Alturas del sur Sencorp,2021-01-20 00:00:00,2022-04-20,,0.18134562724166772,125912115.0,83605689.1635,16736750.238532202,958376.1437419499,0.6640003558315258,,Leonardo Toro,,2022-04-20 00:00:00,,1 año o con canje por boleta,,,,,,,,,,
16,P-1672,Santa Clara,76.207.028-6,UPC S.A,,,,1.0002421267625294,134443080.0,6388441.411644995,26439.132875510928,6447432.81222539,0.04751781506080488,,Leonardo toro,,2022-04-30 00:00:00,01-03-22/30-04-22,150 días del termino contra garantía a 12 meses,,,,,,,,,,
17,P-1674,Beiersdorf,76.033.004-3,SuKsa S.A,2021-05-03 00:00:00,2021-06-18,,1.0193346509747554,28602126.0,1626358.8389999978,0.0,1378421.625,0.056861466836416207,,Eduardo Figueroa,,,,60 días despues de entrega provisoria ,,,,,,,,,,
18,S-1601,Cuatrecasas,RUT: 76.321.709-4,3G OFFICE LATAM CHILE ARQUITECTURA SPA,,,,1.0076373893000121,16486000.0,198090.0,0.0,0.0,0.012015649642120587,,Carlos Toro,,,,,,,,,,,,,,
19,P-1675,Palena,76.633.444-k,Constructota Mya Spa,2021-07-15 00:00:00,2021-12-30,,0.9702660294815171,17376021.169303447,-1050100.4202015512,251360.34423931048,771270.1211791724,-0.060433882415881435,,Leonardo Toro,,2021-12-30 00:00:00,,,,,,,,,,,,
20,P-1676,Portal lo campino,76.525.290-3,EBCO S.A.,2021-05-15 00:00:00,2022-01-15,,0.9765539292275576,153113097.13800135,-6332741.531773657,-1443946.6995402712,7455187.434885069,-0.04135989441886827,,Leonardo toro,,2022-05-30 00:00:00,,,,,,,,,,,,
21,P-1677,Galvarino Gallardo,76.071.313-9,Moller y Perez Cotapos,2021-09-03 00:00:00,2022-05-13,,0.010260967924375858,83882285.07154739,-6365422.025202617,-2029890.671669422,4397815.33065,-0.07588517670653858,,Carlos toro,,,,,,,,,,,,,,
22,P-1678,Habilitacion Oficinas Pirer,76.269.532-4,SOC.CONST.MANSILLA Y SALGADO LTDA.,2021-06-14 00:00:00,,,1.0032481551931596,14497350.0,0.5000999998301268,-9514.714250000005,28548.642849999946,3.449595959469329e-08,,Carlos Toro,,,,,,,,,,,,,,
23,P-1679,Juan Sabaj,78.134.800-7,Grevia,2021-08-02 00:00:00,2023-03-17,,0.0,169118040.0,143749977.0,21340701.798299998,0.0,0.849997889048383,,Leonardo toro,,2023-07-17 00:00:00,,8 meses de la recepción,,,,,,,,,,
24,P-1680,Edificio Nueva Uno,91.300.000-5,TECSA,,,,0.9133222603530793,206761360.91,40203091.635,6386105.099999999,9441987.675,0.19444199563234535,,Leonardo toro,,,,,,,,,,,,,,
25,P-1681,CD Rosen,93.129.000-2,Rosen,2021-08-10 00:00:00,,,0.9999715943017998,11390647.751486275,1255711.550100002,-49189.40227634006,0.0,0.11024057432872104,,Eduardo Figueroa,,,,,,,,,,,,,,
26,P-1682,Plaza Ceppi,"96.522.120-4,",Empresa Constructora Ingenieros S.A ISA,2023-09-30 00:00:00,2023-01-31,,0.9996677367405495,77511681.77212289,7643225.068021053,74255094.67127101,462803.50095,0.09860739559865855,,Carlos Toro,,,,,,,,,,,,,,
27,P-1683,CD BP-A05,76.525.290-3,EBCO,2021-09-01 00:00:00,2021-12-31,,1.0000052309673264,57098333.67931753,482175.3789373462,682473.1916351685,-34.00424999988587,0.008444648869184118,,Eduardo Figueroa,,2021-09-01 00:00:00,2022-02-28 00:00:00,,,,,,,,,,,
28,P-1684,Edificio Goycolea,76.525.290-3,EBCO,2021-10-01 00:00:00,2022-08-31,,0.1533134095732885,164431253.34631807,117091977.9666,23692664.66540852,1295814.7880999998,0.712102934105756,,Leonardo toro,,2022-10-31 00:00:00,2022-10-31 00:00:00,60 DIAS RECEPCION,,,,,,,,,,
29,P-1685,MAPA EDIFICIOS NO OPERACIONALES C-918,80.207.900-1,CVV,CERRADO,,,0.3507662470681819,153894009.9611333,92604982.74631798,17219916.224338483,5509836.208947001,0.6017452061305429,,Carlos Toro,,,,,,,,,,,,,,
30,P-1686,Icalma Macul,89.853.600-9,Ingevec,2021-09-27 00:00:00,2022-05-27,,0.8972835608108111,105081270.12698555,18286180.029600002,-264903.07138086087,4584709.311,0.1740194042906224,,Leonardo toro,,,,,,,,,,,,,,
31,P-1687,Rojas Magallanes,76.299.890-4,EMM,2022-07-04 00:00:00,2022-12-05,,0.8130816754368686,25285885.041856248,5012895.146699998,1098360.3186250003,1031533.0609500002,0.19824875176020332,,Carlos Toro,,2023-03-05 00:00:00,2023-03-05 00:00:00,,,,,,,,,,,
32,P-1688,Suiza,76.071.313-9,Moller y Perez Cotapos,2021-12-13 00:00:00,2022-07-28,,0.9389874584837544,50214086.805994794,7054022.226299997,-366124.24806528003,2321388.2695500003,0.14047895072858033,,Carlos Toro,,,,,,,,,,,,,,
33,P-1689,Casino Buenaventura,76.525.290-3,EBCO,2021-11-01 00:00:00,2021-12-31,,0.9999999372735967,20986779.504522532,1151749.733050183,-85027.97504595995,1065859.1286000002,0.05487977480308436,,Eduardo Figueroa,,2021-11-01 00:00:00,2022-02-28 00:00:00,,,,,,,,,,,
34,P-1690,Edificio Ongolmo,76.210.676-0,Cantauco Construccion ltda,2021-11-01 00:00:00,2021-02-28,,0.8784517835780316,64872885.77759347,14250333.9783,920599.8963217385,2583739.00155,0.21966548593437077,,Carlos Toro,,,,,,,,,,,,,,
35,P-1691,Rosario Rosales,76.009.867-1,Pradoverde ltda,2021-11-15 00:00:00,2022-01-30,,,5751334.0345,7126965.93,-657668.530336,0.0,1.2391848373348031,,Carlos Toro,,,,,,,,,,,,,,
36,P-1692,Jose Perez Cotapos,76.525.290-3,EBCO,2021-12-06 00:00:00,2022-06-30,,0.9161284256432621,91720000.0,15166690.559999995,19214920.189600002,4201364.960000001,0.16535859747056253,,Carlos Toro,,2021-12-06 00:00:00,2022-06-30 00:00:00,90 dias,,,,,,,,,,
37,P-1693,Volta V0800,77.295.110-8,ECOBIO SPA,2022-01-05 00:00:00,2022-05-05,,0.9828714130537519,141116486.0,4566335.999999998,-2149210.000000001,6934968.000000002,0.03235862888479237,,Carlos Gallegos,,,,,,,,,,,,,,
38,P-1694,Eco Huemul,76.690.901-9,ICF SPA,2022-01-15 00:00:00,2022-12-30,,0.3897833414450688,189774065.86611313,117341292.48659998,14124783.415563162,3144989.1081000003,0.6183210121523404,,Carlos Toro,,,,,,,,,,,,,,
39,P-1695,Edificio Estoril,84.102.200-9,EMPRESA CONSTRUCTORA BRAVO E IZQUIERDO LTDA,2022-07-11 00:00:00,2022-10-24,,0.461842824994943,94918400.0,37987899.99999999,13237055.0,2191869.1,0.4002163963994335,,Carlos Gallegos,,,,,,,,,,,,,,
40,P-1696,Santa Victoria,96.812.990-2,Constructora Terracorp SPA,2022-03-01 00:00:00,2022-09-27,,0.9766739595505618,75985768.28533825,1852761.884400013,-1312221.5381725603,0.0,0.024383011795611607,,Carlos Toro,,2022-10-27 00:00:00,,180 dias,,,,,,,,,,
41,P-1697,Fortaleza Estocolmo,96.897.350-9,CONSTRUCTORA FORTALEZA SPA.,2022-03-28 00:00:00,2022-11-30,,0.8257330173568143,97580171.13832003,21476420.815499987,7054022.226299997,3994345.4617500007,0.22009000973217327,,Carlos Toro,,2022-11-30 00:00:00,2022-11-30 00:00:00,2023-01-01 00:00:00,,,,,,,,,,
42,P-1698,Pci Andes,76.525.290-3,EBCO,2022-03-24 00:00:00,2022-08-31,,0.9963408168514022,57807633.83236125,5878517.3664,-398354.45490300097,2827844.5524,0.10169102204472433,,Eduardo Figueroa,,2022-08-31 00:00:00,NO APLICA,30 DIAS,,,,,,,,,,
43,P-1699,Villa panamericana,87.717.500-6,Empresa Constructora DLP S.A,2022-08-01 00:00:00,2023-10-10,,0.23323202810715857,406744605.6137377,258195871.4664,58528946.67537663,4438485.752400001,0.6347862218770124,,Carlos Toro,,2024-04-10 00:00:00,2024-10-10 00:00:00,2024-05-01 00:00:00,,,,,,,,,,
44,P-1700,Cd Orizon,76.525.290-3,EBCO,2022-04-06 00:00:00,2023-02-28,,0.9999940789830932,149471447.02094412,15121671.457410006,-1548032.737571574,7050273.942285001,0.10116762605028597,,Eduardo Figueroa,,2023-04-30 00:00:00,NO APLICA,30 DIAS,,,,,,,,,,
45,P-1701,Zenteno,78.134.800-7,Constructora    Grevia SpA,2022-05-03 00:00:00,2022-08-11,,0.9615202421052632,74623683.21555193,13306598.373600002,-215424.02938258063,4891493.851650001,0.17831602247725617,,Leonardo toro,,2022-12-11 00:00:00,NO APLICA,,8 meses,,,,,,,,,
46,P-1702,Karun Vitacura,76.868.869-9,CONSTRUCTORA UNION SpA,2022-05-02 00:00:00,2022-11-02,,0.0,0.0,0.0,14068886.860000001,0.0,0.2,,Carlos Toro,,,,,,,,,,,,,,
