,CODIGO_PROYECTO,TIPO_CUENTA,FECHA,AÑO,MES,CREDITO,DEBITO,TOTAL,NOMBRE_OBRA,NOMBRE_CLIENTE,TOTAL_2,MARGEN
182,P-1612,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
183,P-1612,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
184,P-1612,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
185,P-1612,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
186,P-1612,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,30258,0,30258,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,30258,0.0
187,P-1612,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
188,P-1612,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
189,P-1612,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
190,P-1612,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
191,P-1612,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
192,P-1612,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
193,P-1612,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
194,P-1612,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
195,P-1612,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
196,P-1612,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
197,P-1612,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,BARRIO PARQUE SANTIAGO 7,CONSTRUCTORA ALTURAS DEL SUR S.A,0,0.0
198,P-1620,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
199,P-1620,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
200,P-1620,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
201,P-1620,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
202,P-1620,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,37900,54300,-16400,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,16400,0.0
203,P-1620,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
204,P-1620,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
205,P-1620,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
206,P-1620,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
207,P-1620,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
208,P-1620,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
209,P-1620,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
210,P-1620,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
211,P-1620,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
212,P-1620,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
213,P-1620,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
214,P-1620,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
215,P-1620,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
216,P-1620,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
217,P-1620,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
218,P-1620,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
219,P-1620,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
220,P-1620,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
221,P-1620,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
222,P-1620,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,"OF APOQUINDO- HABILITACIONES, INTEGRACION Y ADICIONALES.",CONSTRUCTORA INARCO S.A.,0,0.0
223,P-1626,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
224,P-1626,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
225,P-1626,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
226,P-1626,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
227,P-1626,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
228,P-1626,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
229,P-1626,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
230,P-1626,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
231,P-1626,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
232,P-1626,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
233,P-1626,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
234,P-1626,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
235,P-1626,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
236,P-1626,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
237,P-1626,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
238,P-1626,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
239,P-1626,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
240,P-1626,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
241,P-1626,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
242,P-1626,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
243,P-1626,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
244,P-1626,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
245,P-1626,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
246,P-1626,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,0,0.0
247,P-1626,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,3460,0,3460,CLINICA BIO BIO,CONSTRUCTORA LYD S.A.,3460,0.0
248,P-1632,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
249,P-1632,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,75965,0,75965,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,75965,0.0
250,P-1632,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
251,P-1632,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
252,P-1632,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
253,P-1632,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
254,P-1632,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
255,P-1632,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
256,P-1632,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
257,P-1632,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
258,P-1632,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
259,P-1632,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
260,P-1632,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
261,P-1632,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
262,P-1632,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
263,P-1632,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
264,P-1632,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
265,P-1632,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
266,P-1632,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
267,P-1632,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
268,P-1632,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
269,P-1632,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
270,P-1632,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
271,P-1632,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
272,P-1632,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,CHORRILLOS CLOROX,CONSTRUCTORA SUKSA S.A.,0,0.0
273,P-1639,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
274,P-1639,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
275,P-1639,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,5166,0,5166,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,5166,0.0
276,P-1639,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
277,P-1639,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
278,P-1639,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
279,P-1639,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
280,P-1639,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
281,P-1639,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
282,P-1639,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
283,P-1639,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
284,P-1639,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
285,P-1639,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
286,P-1639,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
287,P-1639,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
288,P-1639,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
289,P-1639,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
290,P-1639,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
291,P-1639,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
292,P-1639,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
293,P-1639,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
294,P-1639,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
295,P-1639,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
296,P-1639,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
297,P-1639,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,LYON 2546,MOLLER Y PEREZ - COTAPOS CONSTRUCCIONES INDUSTRIALES S.A,0,0.0
298,P-1641,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,369720,-369720,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,369720,0.0
299,P-1641,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
300,P-1641,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
301,P-1641,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
302,P-1641,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
303,P-1641,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
304,P-1641,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
305,P-1641,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
306,P-1641,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
307,P-1641,4. COSTO SUPERVISIÓN,2023-03-01,2023.0,3.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
308,P-1641,4. COSTO SUPERVISIÓN,2023-04-01,2023.0,4.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
309,P-1641,1. INGRESO,2023-04-01,2023.0,4.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
310,P-1641,2. COSTO MATERIALES,2023-01-01,2023.0,1.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
311,P-1641,1. INGRESO,2023-01-01,2023.0,1.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
312,P-1641,3. COSTO MANO DE OBRA,2023-04-01,2023.0,4.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
313,P-1641,2. COSTO MATERIALES,2023-04-01,2023.0,4.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
314,P-1641,3. COSTO MANO DE OBRA,2023-01-01,2023.0,1.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
315,P-1641,3. COSTO MANO DE OBRA,2023-03-01,2023.0,3.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
316,P-1641,1. INGRESO,2023-02-01,2023.0,2.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
317,P-1641,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
318,P-1641,3. COSTO MANO DE OBRA,2023-02-01,2023.0,2.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
319,P-1641,2. COSTO MATERIALES,2023-03-01,2023.0,3.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
320,P-1641,4. COSTO SUPERVISIÓN,2023-02-01,2023.0,2.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
321,P-1641,1. INGRESO,2023-03-01,2023.0,3.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
322,P-1641,4. COSTO SUPERVISIÓN,2023-01-01,2023.0,1.0,0,0,0,INACAP TEMUCO,DESARROLLOS CONSTRUCTIVOS AXIS SOCIEDAD ANONIMA,0,0.0
323,P-1642,2. COSTO MATERIALES,2023-05-01,2023.0,5.0,0,0,0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
324,P-1642,3. COSTO MANO DE OBRA,2023-05-01,2023.0,5.0,0,0,0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
325,P-1642,4. COSTO SUPERVISIÓN,2023-05-01,2023.0,5.0,0,0,0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
326,P-1642,3. COSTO MANO DE OBRA,2023-06-01,2023.0,6.0,0,0,0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
327,P-1642,2. COSTO MATERIALES,2023-06-01,2023.0,6.0,0,0,0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
328,P-1642,4. COSTO SUPERVISIÓN,2023-06-01,2023.0,6.0,0,0,0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
329,P-1642,1. INGRESO,2023-05-01,2023.0,5.0,0,0,0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
330,P-1642,2. COSTO MATERIALES,2023-02-01,2023.0,2.0,8880,0,8880,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,8880,0.0
331,P-1642,1. INGRESO,2023-06-01,2023.0,6.0,0,0,0,CORINTO,EMP. CONSTRUCTORA INGENIEROS S.A.,0,0.0
