,Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Num_Referencia,Debito,Credito,Comentario 
168,3101030-000,2021,3,3/6/21 0:00,CVT,94,CENTRO DE COSTO: 019 - PROV.E INST.CCTV-CITOFONIA-ALARMA CONTRA ROBO Y,P-1661,78056380-K,10972,0,0,
169,3101030-000,2021,3,3/6/21 0:00,CVT,94,INTRUSION - CORRIENTES DEBILES.,P-1661,78056380-K,10972,0,0,
170,3101030-000,2021,3,3/6/21 0:00,CVT,97,EQUIPAMIENTO PARA PILOTO - OBRA: 20 OASIS PLAZA,P-1661,76299890-4,10974,0,118469,
171,3101030-000,2021,3,3/6/21 0:00,CVT,97,"UF 4,04 x T/C $29.323,89 DE FECHA 05-03-2021",P-1661,76299890-4,10974,0,0,
172,3101030-000,2021,3,3/6/21 0:00,CVT,97,SEGÚN OC 20-2327,P-1661,76299890-4,10974,0,0,
173,3101030-000,2021,3,3/8/21 0:00,CVT,104,EP N°1 - OBRA: MK II SEGURIDAD,P-1670,77137860-9,10975,0,7190218,
174,3101030-000,2021,3,3/8/21 0:00,CVT,104,SEGÚN OC 4006378 DE FECHA 08-03-2021,P-1670,77137860-9,10975,0,0,
175,3101030-000,2021,3,3/8/21 0:00,CVT,104,ESPECIALIDAD: CCTV-INTRUSION-WIFI-ACCESO VEHICULAR CDMK ETAPA II,P-1670,77137860-9,10975,0,0,
176,3101030-000,2021,3,3/8/21 0:00,CVT,107,EP ADICIONAL - NOTA DE CAMBIO N°1 - OBRA: CENTRO DE DISTRIBUCION MK ETAPA II PCI,P-1664,76349664-3,10976,0,903628,
177,3101030-000,2021,3,3/8/21 0:00,CVT,107,"UF 30,90 x T/C $29.243,64 DE FECHA 22-02-2021",P-1664,76349664-3,10976,0,0,
178,3101030-000,2021,3,3/8/21 0:00,CVT,107,CODIGO DE OBRA: 8860,P-1664,76349664-3,10976,0,0,
179,3101030-000,2021,3,3/9/21 0:00,CVT,149,EP N°17 - OBRA: S-0432 PROYECTO PLAZA EGAÑA,P-1611,76525290-3,808,684760,0,
180,3101030-000,2021,3,3/9/21 0:00,CVT,149,SEGÚN CONTRATO N°7000010309-00040 - HES N°1000305465.,P-1611,76525290-3,808,0,0,
181,3101030-000,2021,3,3/10/21 0:00,CVT,209,EP DEV.RETENCION - OBRA: RED DE INCENDIO ANASAC AMBIENTAL,P-1659,76363060-9,10986,0,1731247,
182,3101030-000,2021,3,3/10/21 0:00,CVT,209,SEGÚN OC 4500136037 - HES N°5000851258 - SALA DE BOMBA.,P-1659,76363060-9,10986,0,0,
183,3101030-000,2021,3,3/11/21 0:00,CVT,211,EP N°081-29-15 RETENCION - OBRA: 081 EDIFICIO INFANTE VIDELA,P-1617,78134800-7,10987,0,1667270,
184,3101030-000,2021,3,3/11/21 0:00,CVT,211,"UF 56,91373587 x T/C $29.294,68",P-1617,78134800-7,10987,0,0,
185,3101030-000,2021,3,3/11/21 0:00,CVT,211,SEGÚN SUB-CONTRATO N°081-29 - ESPECIALIDAD: INSTALACION CORRIENTES DEBILES.,P-1617,78134800-7,10987,0,0,
186,3101030-000,2021,3,3/11/21 0:00,CVT,212,EP N°081-73-4 RETENCION - OBRA: 081 EDIFICIO INFANTE VIDELA,P-1617,78134800-7,10988,0,128897,
187,3101030-000,2021,3,3/11/21 0:00,CVT,212,"UF 4,4 x T/C $29.294,68",P-1617,78134800-7,10988,0,0,
188,3101030-000,2021,3,3/11/21 0:00,CVT,212,SEGÚN SUB-CONTRATO 081-73 - ESPECIALIDAD: ADICIONALES CORRIENTES DEBILES.,P-1617,78134800-7,10988,0,0,
189,3101030-000,2021,3,3/17/21 0:00,CVT,326,EP N° 5 - REV.5 - OBRA: TW CAMBIO DE RACKS INFLAMABLE 1 Y 2,P-1665,76564630-8,10994,0,25377407,
190,3101030-000,2021,3,3/17/21 0:00,CVT,326,"UF 864,11 x T/C $29.368,26 DE FECHA 17-03-2021",P-1665,76564630-8,10994,0,0,
191,3101030-000,2021,3,3/17/21 0:00,CVT,326,DESARMADO Y REARMADO DE SIST.DE PROTECCION DE INCENDIO EN BODEGA INFLAMABLE 1 Y 2.,P-1665,76564630-8,10994,0,0,
192,3101030-000,2021,3,3/17/21 0:00,CVT,326,SEGÚN OC 13.876 - CENTRO DE COSTO 354 CD PERALILLO.,P-1665,76564630-8,10994,0,0,
193,3101030-000,2021,3,3/17/21 0:00,CVT,327,EP N° 5 - REV.5 - OBRA: TW CAMBIO DE RACKS INFLAMABLE 1 Y 2,P-1665,76564630-8,10994,25377407,0,
194,3101030-000,2021,3,3/17/21 0:00,CVT,327,"UF 864,11 x T/C $29.368,26 DE FECHA 17-03-2021",P-1665,76564630-8,10994,0,0,
195,3101030-000,2021,3,3/17/21 0:00,CVT,327,DESARMADO Y REARMADO DE SIST.DE PROTECCION DE INCENDIO EN BODEGA INFLAMABLE 1 Y 2.,P-1665,76564630-8,10994,0,0,
196,3101030-000,2021,3,3/17/21 0:00,CVT,327,SEGÚN OC 13.876 - CENTRO DE COSTO 354 CD PERALILLO.,P-1665,76564630-8,10994,0,0,
197,3101030-000,2021,3,3/17/21 0:00,CVT,329,EP N° 5 - REV.5 - OBRA: TW CAMBIO DE RACKS INFLAMABLE 1 Y 2,P-1665,76564630-8,10994,0,25377407,
198,3101030-000,2021,3,3/17/21 0:00,CVT,329,"UF 864,11 x T/C $29.368,26 DE FECHA 17-03-2021",P-1665,76564630-8,10994,0,0,
199,3101030-000,2021,3,3/17/21 0:00,CVT,329,DESARMADO Y REARMADO DE SIST.DE PROTECCION DE INCENDIO EN BODEGA INFLAMABLE 1 Y 2.,P-1665,76564630-8,10994,0,0,
200,3101030-000,2021,3,3/17/21 0:00,CVT,329,SEGÚN OC 13.876 - CENTRO DE COSTO 354 CD PERALILLO.,P-1665,76564630-8,10994,0,0,
201,3101030-000,2021,3,3/17/21 0:00,CVT,330,EP ADICIONAL N°26 - OBRA: TW CAMBIO DE RACKS INFLAMABLE 1 Y 2,P-1665,76564630-8,10995,0,4589084,
202,3101030-000,2021,3,3/17/21 0:00,CVT,330,"UF 156,26 x T/C $29.368,26 DE FECHA 17-03-2021",P-1665,76564630-8,10995,0,0,
203,3101030-000,2021,3,3/17/21 0:00,CVT,330,ARMADO RED DE SPRINKLERS BODEGA 1 Y 2 - DETECCION Y GRALES. - CENTRO DE COSTO 354 CD PERALILLO.,P-1665,76564630-8,10995,0,0,
204,3101030-000,2021,3,3/17/21 0:00,CVT,331,EP ADICIONAL N°1 - OBRA: TW CAMBIO DE RACKS INFLAMABLE 1 Y 2,P-1665,76564630-8,10996,0,0,
205,3101030-000,2021,3,3/17/21 0:00,CVT,331,"UF 50,39 x T/C $29.368,26 DE FECHA 17-03-2021",P-1665,76564630-8,10996,0,0,
206,3101030-000,2021,3,3/17/21 0:00,CVT,331,MODULOS DEL PERIODO 02-02-2021 AL 02-03-2021,P-1665,76564630-8,10996,0,0,
207,3101030-000,2021,3,3/17/21 0:00,CVT,331,"MODULO COMEDOR 20"" - CC354 - UF 5,32",P-1665,76564630-8,10996,0,156239,
208,3101030-000,2021,3,3/17/21 0:00,CVT,331,"MODULO VESTIDOR 20"" - CC354 - UF5,32",P-1665,76564630-8,10996,0,156239,
209,3101030-000,2021,3,3/17/21 0:00,CVT,331,"MODULO BAÑO Y DUCHA - CC354 - UF 9,86",P-1665,76564630-8,10996,0,289600,
210,3101030-000,2021,3,3/17/21 0:00,CVT,331,"MANTENCION Y AEO - CC354 - UF 29,89",P-1665,76564630-8,10996,0,877789,
211,3101030-000,2021,3,3/17/21 0:00,CVT,332,EP ADICIONAL N°1B - OBRA: TW CAMBIO DE RACKS INFLAMABLE 1 Y 2,P-1665,76564630-8,10997,0,0,
212,3101030-000,2021,3,3/17/21 0:00,CVT,332,"UF 16,80 x T/C $29.368,26 DE FECHA 17-03-2021",P-1665,76564630-8,10997,0,0,
213,3101030-000,2021,3,3/17/21 0:00,CVT,332,MODULOS DEL PERIODO 02-03-2021 AL 12-03-2021,P-1665,76564630-8,10997,0,0,
214,3101030-000,2021,3,3/17/21 0:00,CVT,332,"MODULO COMEDOR 20"" - CC354 - UF 1,78",P-1665,76564630-8,10997,0,52276,
215,3101030-000,2021,3,3/17/21 0:00,CVT,332,"MODULO VESTIDOR 20"" - CC354 - UF 1,78",P-1665,76564630-8,10997,0,52276,
216,3101030-000,2021,3,3/17/21 0:00,CVT,332,"MODULO BAÑO Y DUCHA - CC354 - UF 3,28",P-1665,76564630-8,10997,0,96328,
217,3101030-000,2021,3,3/17/21 0:00,CVT,332,"MANTENCION Y ASEO - CC354 - UF 9,96",P-1665,76564630-8,10997,0,292507,
218,3101030-000,2021,3,3/17/21 0:00,CVT,333,EP N°0011 - OBRA: CF4028-LYON LUTERANO,P-1639,76071313-9,10998,0,5306443,
219,3101030-000,2021,3,3/17/21 0:00,CVT,333,"UF 180,686326 x T/C $29.368.26",P-1639,76071313-9,10998,0,0,
220,3101030-000,2021,3,3/17/21 0:00,CVT,333,SUBCONTRATO: 027-SC INSTALACION CORRIENTES DEBILES - CONTRATO: N°CF4028-027-0011.,P-1639,76071313-9,10998,0,0,
221,3101030-000,2021,3,3/18/21 0:00,CVT,341,EP N°12 - OBRA: LAS TRINITARIAS,P-1627,76009867-1,11001,0,441050,
222,3101030-000,2021,3,3/18/21 0:00,CVT,341,"UF 15,16 x T/C $29.095,61",P-1627,76009867-1,11001,0,0,
223,3101030-000,2021,3,3/18/21 0:00,CVT,341,CC 110 - CONTRATO: PROV.E INST.DE SIST.CCTV-CITOFONIA Y ALARMA CONTRA ROBO.,P-1627,76009867-1,11001,0,0,
224,3101030-000,2021,3,3/20/21 0:00,CVT,414,EP N°5 - OBRA: S-0499 PROYECTP ABDON CIFUENTES,P-1652,76525290-3,11037,0,2438777,
225,3101030-000,2021,3,3/20/21 0:00,CVT,414,SEGÚN CONTRATO N°7000016257-00010 - HES N°1000308980,P-1652,76525290-3,11037,0,0,
226,3101030-000,2021,3,3/24/21 0:00,CVT,503,EP N°1045/18-44-11 RETENCION - OBRA: INACAP TEMUCO,P-1641,79925220-1,11052,0,2775935,
227,3101030-000,2021,3,3/24/21 0:00,CVT,503,SEGÚN CONTRATO N°1045/18-44 - ESPECIALIDAD: SEGURIDAD CONTRA INCENDIO - CCTV -,P-1641,79925220-1,11052,0,0,
228,3101030-000,2021,3,3/24/21 0:00,CVT,503,ALARMA DE ROBO E INTRUSION - ALARMA DTECCION DE INCENDIO Y CONTROL DE ACCESO.,P-1641,79925220-1,11052,0,0,
229,3101030-000,2021,3,3/24/21 0:00,CVT,504,EP N°082-35-10 - OBRA: 082 EDIFICIO COLON,P-1638,78134800-7,11053,0,850987,
230,3101030-000,2021,3,3/24/21 0:00,CVT,504,"UF 28,9727 x T/C $29.372,04",P-1638,78134800-7,11053,0,0,
231,3101030-000,2021,3,3/24/21 0:00,CVT,504,SEGÚN SUB-CONTRATO: 082-35 - ESPECIALIDAD: CORRIENTES DEBILES - CODIGO: 082,P-1638,78134800-7,11053,0,0,
232,3101030-000,2021,3,3/24/21 0:00,CVT,506,EP N°078-41-6 - OBRA: EDIFICIO CORONEL ALVARADO,P-1660,80536800-4,11054,0,3008317,
233,3101030-000,2021,3,3/24/21 0:00,CVT,506,"UF 102,3881 x T/C $29.381,51 DE FECHA 24-03-2021",P-1660,80536800-4,11054,0,0,
234,3101030-000,2021,3,3/24/21 0:00,CVT,506,SEGÚN CONTRATO N° 078-41 DE FECHA 04-03-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1660,80536800-4,11054,0,0,
235,3101030-000,2021,3,3/25/21 0:00,CVT,515,EP N°4 - OBRA: CENTRO DE DISTRIBUCION MK ETAPA II PCI,P-1664,76349664-3,11055,0,23675861,
236,3101030-000,2021,3,3/25/21 0:00,CVT,515,"UF 805,86 x T/C $29.379,62 DE FECHA 23-03-2021",P-1664,76349664-3,11055,0,0,
237,3101030-000,2021,3,3/25/21 0:00,CVT,515,CODIGO DE OBRA: 8860,P-1664,76349664-3,11055,0,0,
238,3101030-000,2021,3,3/25/21 0:00,CVT,516,EP N°8 164-36-9 - OBRA: 164 ABATE MOLINA,P-1656,79877450-6,11056,0,1915295,
239,3101030-000,2021,3,3/25/21 0:00,CVT,516,"UF 65,1955 x T/C $29.377,72",P-1656,79877450-6,11056,0,0,
240,3101030-000,2021,3,3/25/21 0:00,CVT,516,SUB-CONTRATO:S.C.O.V. C.C.D.D.(CCTV-CITOFONIA-ROBO-,P-1656,79877450-6,11056,0,0,
241,3101030-000,2021,3,3/25/21 0:00,CVT,516,INCENDIO-PORTERO Y OTROS) - CODIGO COSTO: 407.,P-1656,79877450-6,11056,0,0,
242,3101030-000,2021,3,3/25/21 0:00,CVT,522,EP N°1 42-2 - OBRA: O059-BARRIO PARQUE STGO.T08/T09,P-1671,76541270-6,11059,0,1274461,
243,3101030-000,2021,3,3/25/21 0:00,CVT,522,"UF 43,3735 x T/C $29.383,41 DE FECHA 25-03-2021",P-1671,76541270-6,11059,0,0,
244,3101030-000,2021,3,3/25/21 0:00,CVT,522,CONTRATO N°O059-42 ESPECIALIDAD: CORRIENTES DEBILES.,P-1671,76541270-6,11059,0,0,
245,3101030-000,2021,3,3/27/21 0:00,CVT,568,EP N°10 - OBRA: SANTO DOMINGO 1410,P-1636,78056380-K,11060,0,1644708,
246,3101030-000,2021,3,3/27/21 0:00,CVT,568,"UF 59,66 x T/C $27.565,76",P-1636,78056380-K,11060,0,0,
247,3101030-000,2021,3,3/27/21 0:00,CVT,568,CC: 019 - PROV.E INST.SIST.DE ALARMA CONTRA ROBO E INCENDIO.,P-1636,78056380-K,11060,0,0,
248,3101030-000,2021,3,3/30/21 0:00,CVT,613,EP N°2 - OBRA: MK II SEGURIDAD,P-1670,77137860-9,11061,0,19481326,
249,3101030-000,2021,3,3/30/21 0:00,CVT,613,SEGÚN OC4006433 DE FECHA 30-03-2021,P-1670,77137860-9,11061,0,0,
250,3101030-000,2021,3,3/30/21 0:00,CVT,613,ESPECIALIDAD: CCTV.INTRUSION-WIFI-ACCESO VEHICULAR CDMK ETAPA II,P-1670,77137860-9,11061,0,0,
251,3101030-000,2021,3,3/31/21 0:00,CVT,707,EP N°104-32-15 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,11069,0,7511111,
252,3101030-000,2021,3,3/31/21 0:00,CVT,707,"UF255,5254 x T/C $29.394,77 DE FECHA 31-03-2021",P-1615,76690901-9,11069,0,0,
253,3101030-000,2021,3,3/31/21 0:00,CVT,707,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104,P-1615,76690901-9,11069,0,0,
254,3101030-000,2021,3,3/31/21 0:00,CVT,716,EP N°12 ADICIONAL - OBRA: ABATE MOLINA - SAZIE,P-1625,76910360-0,11070,0,1226644,
255,3101030-000,2021,3,3/31/21 0:00,CVT,716,"UF 41,73 x T/C $29.394,77 DE FECHA 31-03-2021",P-1625,76910360-0,11070,0,0,
256,3101030-000,2021,3,3/31/21 0:00,CVT,716,SEGÚN OC 99292 DE FECHA 30-12-2019 .,P-1625,76910360-0,11070,0,0,
257,3101030-000,2021,3,3/31/21 0:00,CVT,716,NOTA DE ENTREGA COMPRAS 19804656 DE FECHA 31-03-2021 - EP 99292002,P-1625,76910360-0,11070,0,0,
258,3101030-000,2021,3,3/31/21 0:00,CVT,717,EP N°104-32-15 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,812,7511111,0,
259,3101030-000,2021,3,3/31/21 0:00,CVT,717,"UF255,5254 x T/C $29.394,77 DE FECHA 31-03-2021",P-1615,76690901-9,812,0,0,
260,3101030-000,2021,3,3/31/21 0:00,CVT,717,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104,P-1615,76690901-9,812,0,0,
261,3101030-000,2021,3,3/31/21 0:00,CVT,1359,EP N°104-32-15 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,11071,0,7511111,
262,3101030-000,2021,3,3/31/21 0:00,CVT,1359,"UF 255,5254 x T/C $29.394,77 DE FECHA 31-03-2021",P-1615,76690901-9,11071,0,0,
263,3101030-000,2021,3,3/31/21 0:00,CVT,1359,SUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104.,P-1615,76690901-9,11071,0,0,
264,3101030-000,2021,4,4/4/21 0:00,CVT,6,EP N°8 - OBRA: 2020500000 EXEQUIEL FERNANDEZ,P-1654,76210676-0,11073,0,1047368,
265,3101030-000,2021,4,4/4/21 0:00,CVT,6,"UF 35,6288 x T/C $29.396,67 DE FECHA 01-04-2021",P-1654,76210676-0,11073,0,0,
266,3101030-000,2021,4,4/4/21 0:00,CVT,6,SEGÚN CONTRATO N°316 - ESPECIALIDAD: CORRIENTE DEBILES.,P-1654,76210676-0,11073,0,0,
267,3101030-000,2021,4,4/8/21 0:00,CVT,73,EP N°108-40-1 ANTICIPO 15% - OBRA: 108-ECOESTACION,P-1667,76690901-9,11078,0,12300000,
268,3101030-000,2021,4,4/8/21 0:00,CVT,73,SUB-CONTRATO: PROV.E INST.DE EQUIPAMIENTO DE CCTV-ALARMAS-CITOFONIA-,P-1667,76690901-9,11078,0,0,
269,3101030-000,2021,4,4/8/21 0:00,CVT,73,CONTROL DE ACDESO-AUTOMATIZACION PORTON Y DETECCION DE INCENDIO.,P-1667,76690901-9,11078,0,0,
270,3101030-000,2021,4,4/8/21 0:00,CVT,73,CENTRO DE COSTO 108,P-1667,76690901-9,11078,0,0,
271,3101030-000,2021,4,4/10/21 0:00,CVT,84,EP N°17 - OBRA: S-0432 PROYECTO PAZA EGAÑA,P-1611,76525290-3,11083,0,684760,
272,3101030-000,2021,4,4/10/21 0:00,CVT,84,SEGÚN CONTRATO N°7000010309-00040 - HES N°1000305465.,P-1611,76525290-3,11083,0,0,
273,3101030-000,2021,4,4/12/21 0:00,CVT,106,EP N°1 ANTICIPO 10% - OBRA: SANTA CLARA 2,P-1672,76207028-6,11085,0,9890398,
274,3101030-000,2021,4,4/12/21 0:00,CVT,106,SUB-CONTRATO N°4391/0 - 256-37 TELECOMUNICACIONES.,P-1672,76207028-6,11085,0,0,
275,3101030-000,2021,4,4/12/21 0:00,CVT,106,N°DE ORDEN: 125624391011 - CONTRATO: 256-37 - CODIGO DE OBRA: 0256.,P-1672,76207028-6,11085,0,0,
276,3101030-000,2021,4,4/12/21 0:00,CVT,107,EP N°1 ANTICIPO 10% - OBRA: SANTA CLARA 2,P-1672,76207028-6,11086,0,3583605,
277,3101030-000,2021,4,4/12/21 0:00,CVT,107,SUB-CONTRATO N°4392/0 - 256-36 - CCDD.,P-1672,76207028-6,11086,0,0,
278,3101030-000,2021,4,4/12/21 0:00,CVT,107,N°DE ORDEN: 12562439011 - CONTRATO: 256-36 - CODIGO DE OBRA: 0256.,P-1672,76207028-6,11086,0,0,
279,3101030-000,2021,4,4/12/21 0:00,CVT,108,EP N°12 - OBRA: EDIFICIO PUCARA II,P-1637,76910360-0,11087,0,363954,
280,3101030-000,2021,4,4/12/21 0:00,CVT,108,"UF 12,37 x T/C $29.419,66",P-1637,76910360-0,11087,0,0,
281,3101030-000,2021,4,4/12/21 0:00,CVT,108,SEGÚN N° CONTRATO 88392 - SUB-CONTRATO C.C.D.D.,P-1637,76910360-0,11087,0,0,
282,3101030-000,2021,4,4/12/21 0:00,CVT,109,EP ADICIONAL - NOTA DE CAMBIO N°7 - OBRA: CENTRO DE DIST.MK ETAPA II PCI,P-1664,76349664-3,11088,0,487254,
283,3101030-000,2021,4,4/12/21 0:00,CVT,109,"UF 16,56 x T/C $29.423,57 DE FECHA 12-04-2021",P-1664,76349664-3,11088,0,0,
284,3101030-000,2021,4,4/12/21 0:00,CVT,109,CODIGO DE OBRA: 8860,P-1664,76349664-3,11088,0,0,
285,3101030-000,2021,4,4/12/21 0:00,CVT,110,EP ADICIONAL - NOTA DE CAMBIO N°8 - OBRA: CENTRO DE DIST.MK ETAPA II PCI,P-1664,76349664-3,11089,0,1665080,
286,3101030-000,2021,4,4/12/21 0:00,CVT,110,"UF 56,59 x T/C $29.423,57 DE FECHA 12-04-2021",P-1664,76349664-3,11089,0,0,
287,3101030-000,2021,4,4/12/21 0:00,CVT,110,CODIGO DE OBRA: 8860,P-1664,76349664-3,11089,0,0,
288,3101030-000,2021,4,4/12/21 0:00,CVT,111,EP ADICIONAL . NOTA DE CAMBIO N°9 - OBRA: CENTRO DE DIST.MK ETAPAII PCI,P-1664,76349664-3,11090,0,226561,
289,3101030-000,2021,4,4/12/21 0:00,CVT,111,"UF 7,7 x T/C $29.423,57 DE FECHA 12-04-2021",P-1664,76349664-3,11090,0,0,
290,3101030-000,2021,4,4/12/21 0:00,CVT,111,CODIGO DE OBRA: 8860,P-1664,76349664-3,11090,0,0,
291,3101030-000,2021,4,4/14/21 0:00,CVT,156,EP N°8 192-23-10 - OBRA: 192 EDUARDO DE LA BARRA,P-1653,79877450-6,11093,0,941767,
292,3101030-000,2021,4,4/14/21 0:00,CVT,156,SUB-CONTRATO: INST.SEGURIDAD Y CONTROL DE ACCESO,P-1653,79877450-6,11093,0,0,
293,3101030-000,2021,4,4/14/21 0:00,CVT,156,CODIGO COSTO: 407,P-1653,79877450-6,11093,0,0,
294,3101030-000,2021,4,4/14/21 0:00,CVT,157,EP N° ADICIONAL A INTALACION CCDD - OBRA: EDIFICIO PUCARA II,P-1637,76910360-0,11094,0,348421,
295,3101030-000,2021,4,4/14/21 0:00,CVT,157,"UF 11,84 x T/C $29.427,49",P-1637,76910360-0,11094,0,0,
296,3101030-000,2021,4,4/14/21 0:00,CVT,157,SEGÚN OC 113270 DE FECHA 13-04-2021 - CODIGO:SERV13N00110,P-1637,76910360-0,11094,0,0,
297,3101030-000,2021,4,4/15/21 0:00,CVT,185,EP N°3 - OBRA: S-0577 PROYECTO AXIONLOG,P-1666,76525290-3,11103,0,5089061,
298,3101030-000,2021,4,4/15/21 0:00,CVT,185,"UF 173,05 x T/C $29.408,04 DE FECHA 07-04-2021",P-1666,76525290-3,11103,0,0,
299,3101030-000,2021,4,4/15/21 0:00,CVT,185,SEGÚN CONTRATO N!7000019813-00010 - HES N°1000312638.,P-1666,76525290-3,11103,0,0,
300,3101030-000,2021,4,4/15/21 0:00,CVT,186,EP N°0012 - OBRA: CF4028 - LYON LUTERANO,P-1639,76071313-9,11104,0,2734523,
301,3101030-000,2021,4,4/15/21 0:00,CVT,186,"UF 92,89 x T/C $29.435,32",P-1639,76071313-9,11104,0,0,
302,3101030-000,2021,4,4/15/21 0:00,CVT,186,SUBCONTRATO: 027 - SC INST.CORRIENTESS DEBILES - CONTRATO N°CF4028-027-0012.,P-1639,76071313-9,11104,0,0,
303,3101030-000,2021,4,4/17/21 0:00,CVT,197,EP N°138300-20 - OBRA: 0529 INACAP CASA CENTRAL,P-1649,96869030-2,11109,0,8109063,
304,3101030-000,2021,4,4/17/21 0:00,CVT,197,N° SUBCONTRATO: 138300 - PARTIDA(C.C.C.) 140300 INTRUSION 100%.,P-1649,96869030-2,11109,0,0,
305,3101030-000,2021,4,4/17/21 0:00,CVT,197,ITEM(C.C.C.) 140300 - ESPECIALIDAD:CCTV-CONTROL DE ACCESO-DETECCION Y.,P-1649,96869030-2,11109,0,0,
306,3101030-000,2021,4,4/17/21 0:00,CVT,197,EXTINSION DE INCENDIO - CONTROL CENTRALIZADO.,P-1649,96869030-2,11109,0,0,
307,3101030-000,2021,4,4/17/21 0:00,CVT,198,EP ADICIONAL - NOTA DE CAMBIO N°6 - OBRA: CENTRO DE DIST.MK ETAPAII PCI.,P-1664,76349664-3,11110,0,582014,
308,3101030-000,2021,4,4/17/21 0:00,CVT,198,"UF 19,77 x T/C $29.439,24 DE FECHA 16-04-2021",P-1664,76349664-3,11110,0,0,
309,3101030-000,2021,4,4/17/21 0:00,CVT,198,CODIGO DE OBRA: 8860,P-1664,76349664-3,11110,0,0,
310,3101030-000,2021,4,4/20/21 0:00,CVT,292,EP N°163-36-8 - OBRA: 163 CORINTO,P-1642,96522120-4,11159,0,3601418,
311,3101030-000,2021,4,4/20/21 0:00,CVT,292,SEGÚN CONTRATO N°163-36 DE FECHA 10-06-2020 - ESPECIALIDAD: CORRIENTES DEBILES.,P-1642,96522120-4,11159,0,0,
312,3101030-000,2021,4,4/20/21 0:00,CVT,298,EP N°6 SALIDA DE CONTENEDORES - CONST.DE ETAPA 2 CD PERALILLO,P-1648,76564630-8,11164,0,672750,
313,3101030-000,2021,4,4/20/21 0:00,CVT,298,"UF 22,84 x T/C $29.459,91 DE FECHA 20-04-2021",P-1648,76564630-8,11164,0,0,
314,3101030-000,2021,4,4/20/21 0:00,CVT,298,SIST.DETEC.Y EXT.DE INCENDIO PARA AMPLIACION DE BODEGA INOCUOS.,P-1648,76564630-8,11164,0,0,
315,3101030-000,2021,4,4/20/21 0:00,CVT,298,BODEGA INFLAMABLE N°3 Y 4 DE ETAPA 2 CD.PERALILLO.,P-1648,76564630-8,11164,0,0,
316,3101030-000,2021,4,4/21/21 0:00,CVT,340,EP N°4 - OBRA: EDIFICIO SAN VICENTE DE PAUL 5855,P-1661,78056380-K,11169,0,2469564,
317,3101030-000,2021,4,4/21/21 0:00,CVT,340,"UF 83,89 x T/C $29.439,24",P-1661,78056380-K,11169,0,0,
318,3101030-000,2021,4,4/21/21 0:00,CVT,340,CENTRO DE COSTO: 019 - PROV.E INST.CCTV-CITOFONIA-ALARMA CONTRA ROBO Y,P-1661,78056380-K,11169,0,0,
319,3101030-000,2021,4,4/21/21 0:00,CVT,340,INTRUSION - CORRIENTES DEBILES.,P-1661,78056380-K,11169,0,0,
320,3101030-000,2021,4,4/23/21 0:00,CVT,384,EP N°9 164-36-10 - OBRA: 164 ABATE MOLINA,P-1656,79877450-6,11172,0,2315003,
321,3101030-000,2021,4,4/23/21 0:00,CVT,384,"UF 78,5948 x T/C $29.454,91",P-1656,79877450-6,11172,0,0,
322,3101030-000,2021,4,4/23/21 0:00,CVT,384,SUB-CONTRATO:S.C.O.V. C.C.D.D.(CCTV-CITOFONIA-ROBO-,P-1656,79877450-6,11172,0,0,
323,3101030-000,2021,4,4/23/21 0:00,CVT,384,INCENDIO-PORTERO Y OTROS) - CODIGO COSTO: 407.,P-1656,79877450-6,11172,0,0,
324,3101030-000,2021,4,4/23/21 0:00,CVT,385,EP N°104-32-16 - OBRA: 104-ECOSANTIAGO,P-1615,76690901-9,11173,0,3306278,
325,3101030-000,2021,4,4/23/21 0:00,CVT,385,"UF 112,2040 xT/C $29.466,67 DE FECHA 23-04-2021",P-1615,76690901-9,11173,0,0,
326,3101030-000,2021,4,4/23/21 0:00,CVT,385,DUB-CONTRATO: PROV.E INST.DE CORRIENTES DEBILES - CENTRO DE COSTO 104.,P-1615,76690901-9,11173,0,0,
327,3101030-000,2021,4,4/26/21 0:00,CVT,692,EP N°18 - OBRA: S-0432 PROYECTO PLAZA EGAÑA,P-1611,76525290-3,11177,0,3452720,
328,3101030-000,2021,4,4/26/21 0:00,CVT,692,SEG'UN CONTRATO N°7000010309-00050 - HES N°1000316284.,P-1611,76525290-3,11177,0,0,
329,3101030-000,2021,4,4/27/21 0:00,CVT,700,"EP RETENCION PROYECTO - UF 144,62 x T/C $29.482,36",P-1665,76564630-8,11182,0,4263739,
330,3101030-000,2021,4,4/27/21 0:00,CVT,700,"EP RETENCIONES ADIC. - UF 20,90 x T/C $29.482,36",P-1665,76564630-8,11182,0,616181,
331,3101030-000,2021,4,4/27/21 0:00,CVT,700,EP RETENCIONES - OBRA: TW CAMBIO DE RACKS INFLAMABLE 2 Y 2,P-1665,76564630-8,11182,0,0,
