,Codigo_proyecto,Cta_Contable,Año,Mes,Fecha,Tipo_Comp,Num_Comp,Glosa,Primer_Analisis,Referencia,Debito,Credito,Num_Referencia,Debito_2,Credito_2,TOTAL,Tipo_cuenta
136,P-1709,3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,378," EP N°04, obra CC Paseo San Pedro",P-1709,76525290-3,0,9296889,13429,0,9296889,9296889,INGRESO
137,P-1695,3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,379,EP 299-49-6 Obra 299 Edificio HOY Estoril,P-1695,84102200-9,0,2256874,13430,0,2256874,2256874,INGRESO
138,P-1695,3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,379,"Segun contrato N° ECBI-299-49 DE FECHA 11-02-2022
",P-1695,84102200-9,0,0,13430,0,0,0,INGRESO
139,P-1695,3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,379,Por la instalacion de CCDD,P-1695,84102200-9,0,0,13430,0,0,0,INGRESO
140,P-1688,3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,381,EP N° CP6026-029-0005 OBRA-Edificio Suiza CCDD,P-1688,76071313-9,0,2541816,13431,0,2541816,2541816,INGRESO
141,P-1688,3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,381,CP6026-029-0005 OBRA SUIZA,P-1688,76071313-9,0,0,13431,0,0,0,INGRESO
142,P-1688,3101030-000,2023,2,2023-02-16T00:00:00-03:00,CVT,381,ESPECIALIDAD: CORRIENTES DEBILES,P-1688,76071313-9,0,0,13431,0,0,0,INGRESO
143,P-1700,3101030-000,2023,2,2023-02-17T00:00:00-03:00,CVT,456,EP N° 10 OBRA: NAVE 28000 BUENAVENTURA,P-1700,76525290-3,0,7284190,13432,0,7284190,7284190,INGRESO
144,P-1700,3101030-000,2023,2,2023-02-17T00:00:00-03:00,CVT,456,"UF 206,0100 X T/C 35.358,43",P-1700,76525290-3,0,0,13432,0,0,0,INGRESO
145,P-1700,3101030-000,2023,2,2023-02-17T00:00:00-03:00,CVT,456,CONTRATO N° 7000025807-00010 . DETECCION Y EXTINCION DE INCENDIOS,P-1700,76525290-3,0,0,13432,0,0,0,INGRESO
146,P-1675,3101030-000,2023,2,2023-02-22T00:00:00-03:00,CVT,605,EP N°7 OBRA : VIVE PALENA II.,P-1675,76633444-K,0,378115,13462,0,378115,378115,INGRESO
147,P-1675,3101030-000,2023,2,2023-02-22T00:00:00-03:00,CVT,605,SUB-CONTRATO CORRIENTES DEBILES,P-1675,76633444-K,0,0,13462,0,0,0,INGRESO
148,P-1680,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,615,EP N°9 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,7966509,13468,0,7966509,7966509,INGRESO
149,P-1680,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,615,SEGÚN OC 9000010356 HES 1001187342,P-1680,91300000-5,0,0,13468,0,0,0,INGRESO
150,P-1680,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,615,"CODIGO DE OBRA 10022361 /ESPECIALIDAD: CORRIENTES
DEBILES",P-1680,91300000-5,0,0,13468,0,0,0,INGRESO
151,P-1692,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,618,EP N° 10 OBRA JOSE PEREZ COTAPOS,P-1692,76525290-3,0,5905489,13469,0,5905489,5905489,INGRESO
152,P-1692,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,618,CONTRATO 7000024261-00010 CCDD Y TELECOMUNICACIONES,P-1692,76525290-3,0,0,13469,0,0,0,INGRESO
153,P-1718,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,627,EP N° 3 OBRA Viña Outlet Park Etapa 4 PATIO DE COMIDA,P-1718,76525290-3,0,12918756,13471,0,12918756,12918756,INGRESO
154,P-1718,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,627,Contrato 7000028408 HES 1000448451,P-1718,76525290-3,0,0,13471,0,0,0,INGRESO
155,P-1718,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,628,ADICIONAL Obra Outlet Park Etapa 4 Patio de Comida,P-1718,76525290-3,0,2495608,13472,0,2495608,2495608,INGRESO
156,P-1718,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,628,Contrato 7000028408 HES 1000448457,P-1718,76525290-3,0,0,13472,0,0,0,INGRESO
157,P-1716,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,630,EP 3 OBRA ASTARA LOGISTIA CHILE SPA,P-1716,76040171-4,0,25369277,13470,0,25369277,25369277,INGRESO
158,P-1716,3101030-000,2023,2,2023-02-23T00:00:00-03:00,CVT,630,"UF 715.45 x T/C 35.459,19",P-1716,76040171-4,0,0,13470,0,0,0,INGRESO
159,P-1697,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,667,EP 18000-31-9 OBRA ESTOCOLMO,P-1697,96897350-9,0,10061741,13473,0,10061741,10061741,INGRESO
160,P-1697,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,667,"UF 283,6748 TC $35.469.28",P-1697,96897350-9,0,0,13473,0,0,0,INGRESO
161,P-1697,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,667,OBRA 18000 ESTOCOLMO,P-1697,96897350-9,0,0,13473,0,0,0,INGRESO
162,P-1697,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,668,EP 18000-29-8 OBRA ESTOCOLMO,P-1697,96897350-9,0,3280774,13474,0,3280774,3280774,INGRESO
163,P-1697,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,668,"UF 92,4962 TC 35.469,28",P-1697,96897350-9,0,0,13474,0,0,0,INGRESO
164,P-1697,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,668,OBRA 18000 ESTOCOLMO,P-1697,96897350-9,0,0,13474,0,0,0,INGRESO
165,P-1704,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,683,EP 9 (AVANCE) OBRA INTERIORISMO MELI,P-1704,76525290-3,0,20830365,13475,0,20830365,20830365,INGRESO
166,P-1704,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,683,CONTRATO 7000026197-00010,P-1704,76525290-3,0,0,13475,0,0,0,INGRESO
167,P-1704,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,683,"HES 1000448327 UF 588,45 TC 35398,70",P-1704,76525290-3,0,0,13475,0,0,0,INGRESO
168,P-1704,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,684,EP 9 (ADICIONAL) OBRA INTERIORISMO MELI,P-1704,76525290-3,0,1712589,13476,0,1712589,1712589,INGRESO
169,P-1704,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,684,CONTRATO 7000026197-00010,P-1704,76525290-3,0,0,13476,0,0,0,INGRESO
170,P-1704,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,684,"HES 1000448331 UF 48,38 TC 35398,70",P-1704,76525290-3,0,0,13476,0,0,0,INGRESO
171,P-1704,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,685,EP 9 (ADICIONAL) OBRA INTERIORISMO MELI,P-1704,76525290-3,0,911517,13477,0,911517,911517,INGRESO
172,P-1704,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,685,CONTRATO 7000026197-00030,P-1704,76525290-3,0,0,13477,0,0,0,INGRESO
173,P-1704,3101030-000,2023,2,2023-02-24T00:00:00-03:00,CVT,685,"HES 1000448332 UF 25,7 TC 35398,70",P-1704,76525290-3,0,0,13477,0,0,0,INGRESO
174,P-1715,3101030-000,2023,2,2023-02-27T00:00:00-03:00,CVT,731,"EP 2 Obra: ""Centro de Distribución Lo Echevers""",P-1715,96602670-7,0,6158112,13478,0,6158112,6158112,INGRESO
175,P-1715,3101030-000,2023,2,2023-02-27T00:00:00-03:00,CVT,731,"UF 173,47 x 35499,58",P-1715,96602670-7,0,0,13478,0,0,0,INGRESO
176,P-1696,3101030-000,2023,2,2023-02-28T00:00:00-03:00,CVT,788,EP N° 08 - OBRA: EDIFICIO SANTA VICTORIA,P-1696,96812990-2,0,4665922,13480,0,4665922,4665922,INGRESO
177,P-1696,3101030-000,2023,2,2023-02-28T00:00:00-03:00,CVT,788,"UF 131.3986 X T/C 35.509,68 DEL DIA  28-02-23",P-1696,96812990-2,0,0,13480,0,0,0,INGRESO
178,P-1696,3101030-000,2023,2,2023-02-28T00:00:00-03:00,CVT,788,CCDD Y TELECOMUNICACIONES /CONTRATO N° VIC-59 DE FECHA 01-03-2022.,P-1696,96812990-2,0,0,13480,0,0,0,INGRESO
179,P-1684,3101030-000,2023,2,2023-02-28T00:00:00-03:00,CVT,829,EP N° 5 OBRA: EDIFICIO GOYCOLEA,P-1684,76525290-3,0,3234722,13481,0,3234722,3234722,INGRESO
180,P-1684,3101030-000,2023,2,2023-02-28T00:00:00-03:00,CVT,829,"UF 91.1200X T/C 35.499,58",P-1684,76525290-3,0,0,13481,0,0,0,INGRESO
181,P-1684,3101030-000,2023,2,2023-02-28T00:00:00-03:00,CVT,829,CONTRATO N° 7000023346-00010  FECHA 13 DE SEPTIEMBRE 2021/CCDD Y TELECOMUNICACIONES,P-1684,76525290-3,0,0,13481,0,0,0,INGRESO
182,P-1694,3101030-000,2023,2,2023-02-28T00:00:00-03:00,AJC,1156,VENTAS DE PROYECTO,p-1694,76690901-9,0,7211400,1694,0,7211400,7211400,INGRESO
183,P-1703,3101030-000,2023,2,2023-02-28T00:00:00-03:00,AJC,1159,VENTAS DE PROYECTO,P-1703,78056380-K,0,13629121,1703,0,13629121,13629121,INGRESO
184,P-1694,3101030-000,2023,3,2023-03-01T00:00:00-03:00,AJC,150,VENTAS DE PROYECTO,P-1694,76690901-9,7211400,0,1694,7211400,0,-7211400,INGRESO
185,P-1703,3101030-000,2023,3,2023-03-01T00:00:00-03:00,AJC,151,VENTAS DE PROYECTO,P-1703,78056380-K,13629121,0,1703,13629121,0,-13629121,INGRESO
186,P-1694,3101030-000,2023,3,2023-03-02T00:00:00-03:00,CVT,27,EP N° 112-19-5 OBRA ECO HUEMUL,P-1694,76690901-9,0,7259469,13482,0,7259469,7259469,INGRESO
187,P-1694,3101030-000,2023,3,2023-03-02T00:00:00-03:00,CVT,27,SUB-CONTRATO: PROV.E INST. DE CORRIENTES DEBILES-CENTRO DE COSTO 112,P-1694,76690901-9,0,0,13482,0,0,0,INGRESO
188,P-1694,3101030-000,2023,3,2023-03-02T00:00:00-03:00,CVT,27,RETENCIONES 5% 13.6200 UF,P-1694,76690901-9,0,0,13482,0,0,0,INGRESO
189,P-1703,3101030-000,2023,3,2023-03-06T00:00:00-03:00,CVT,70,EP 7 OBRA SANTA VICTORIA 99,P-1703,78056380-K,0,11097752,13483,0,11097752,11097752,INGRESO
190,P-1703,3101030-000,2023,3,2023-03-06T00:00:00-03:00,CVT,70,CONTRATO CCTV CITOFONIA ALARMA CONTRA ROBO,P-1703,78056380-K,0,0,13483,0,0,0,INGRESO
191,P-1703,3101030-000,2023,3,2023-03-06T00:00:00-03:00,CVT,70,"DETECCION Y ALARMA CONTRA INCENDIO
",P-1703,78056380-K,0,0,13483,0,0,0,INGRESO
192,P-1727,3101030-000,2023,3,2023-03-07T00:00:00-03:00,CVT,136,EP ANTICIPO 20% OBRA BUDNIK,P-1727,92745000-3,0,32940346,13494,0,32940346,32940346,INGRESO
193,P-1727,3101030-000,2023,3,2023-03-07T00:00:00-03:00,CVT,136,"UF 925,798 X T/C 35.580,49",P-1727,92745000-3,0,0,13494,0,0,0,INGRESO
194,P-1723,3101030-000,2023,3,2023-03-07T00:00:00-03:00,CVT,152,EP 1 ANTICIPO OBRA VILLA PANAMERICANA LOTE C,P-1723,96691680-K,0,32191230,13496,0,32191230,32191230,INGRESO
195,P-1723,3101030-000,2023,3,2023-03-07T00:00:00-03:00,CVT,152,"Instalación de Corrientes Débiles, Seguridad y Telecomunicaciones
",P-1723,96691680-K,0,0,13496,0,0,0,INGRESO
196,P-1723,3101030-000,2023,3,2023-03-07T00:00:00-03:00,CVT,152,UF 906.30,P-1723,96691680-K,0,0,13496,0,0,0,INGRESO
197,P-1723,3101030-000,2023,3,2023-03-08T00:00:00-03:00,CVT,194,EP 1 ANTICIPO OBRA VILLA PANAMERICANA LOTE C,P-1723,96691680-K,32191230,0,1027,32191230,0,-32191230,INGRESO
198,P-1723,3101030-000,2023,3,2023-03-08T00:00:00-03:00,CVT,194,"Instalación de Corrientes Débiles, Seguridad y Telecomunicaciones
",P-1723,96691680-K,0,0,1027,0,0,0,INGRESO
199,P-1723,3101030-000,2023,3,2023-03-08T00:00:00-03:00,CVT,194,UF 906.30,P-1723,96691680-K,0,0,1027,0,0,0,INGRESO
200,P-1723,3101030-000,2023,3,2023-03-08T00:00:00-03:00,CVT,195,EP 1 ANTICIPO OBRA VILLA PANAMERICANA LOTE C,P-1723,96691680-K,0,32191230,13503,0,32191230,32191230,INGRESO
201,P-1723,3101030-000,2023,3,2023-03-08T00:00:00-03:00,CVT,195,"Instalación de Corrientes Débiles, Seguridad y Telecomunicaciones
",P-1723,96691680-K,0,0,13503,0,0,0,INGRESO
202,P-1723,3101030-000,2023,3,2023-03-08T00:00:00-03:00,CVT,195,UF 906.30,P-1723,96691680-K,0,0,13503,0,0,0,INGRESO
203,P-1687,3101030-000,2023,3,2023-03-09T00:00:00-03:00,CVT,251,EP 35-5 OBRA ROJAS MAGALLANES,P-1687,76299890-4,0,1936935,13504,0,1936935,1936935,INGRESO
204,P-1687,3101030-000,2023,3,2023-03-09T00:00:00-03:00,CVT,251,"54.45 UF X T/C 35.570,3700",P-1687,76299890-4,0,0,13504,0,0,0,INGRESO
205,P-1687,3101030-000,2023,3,2023-03-09T00:00:00-03:00,CVT,251,SEGUN CONTRATO: 35 (21-42) DE FECHA 03 DE DICIEMBRE 2021,P-1687,76299890-4,0,0,13504,0,0,0,INGRESO
206,P-1687,3101030-000,2023,3,2023-03-09T00:00:00-03:00,CVT,251,ESPECIALIDAD: INST.CORRIENTES DEBILES.,P-1687,76299890-4,0,0,13504,0,0,0,INGRESO
207,P-1725,3101030-000,2023,3,2023-03-10T00:00:00-03:00,CVT,293,EP ANTICIPO OBRA ALTOS DE LO CAÑA ET.1,P-1725,76363031-5,0,20600000,13508,0,20600000,20600000,INGRESO
208,P-1725,3101030-000,2023,3,2023-03-10T00:00:00-03:00,CVT,293,"Orden de compra:7000025137
 tipo de HES: 100000328",P-1725,76363031-5,0,0,13508,0,0,0,INGRESO
209,P-1672,3101030-000,2023,3,2023-03-14T00:00:00-03:00,CVT,375,EP N°13  OBRA: SANTA CLARA 2,P-1672,76207028-6,0,2244997,13515,0,2244997,2244997,INGRESO
210,P-1672,3101030-000,2023,3,2023-03-14T00:00:00-03:00,CVT,375,SUBCONTRATO N° 4392/0  256-36,P-1672,76207028-6,0,0,13515,0,0,0,INGRESO
211,P-1672,3101030-000,2023,3,2023-03-14T00:00:00-03:00,CVT,375,Nro.de Orden: 1256243920413 Código Obra 0256,P-1672,76207028-6,0,0,13515,0,0,0,INGRESO
212,P-1672,3101030-000,2023,3,2023-03-14T00:00:00-03:00,CVT,376,EP N°11  OBRA: SANTA CLARA 2,P-1672,76207028-6,0,5782935,13516,0,5782935,5782935,INGRESO
213,P-1672,3101030-000,2023,3,2023-03-14T00:00:00-03:00,CVT,376,SUBCONTRATO N° 4392/0  256-37,P-1672,76207028-6,0,0,13516,0,0,0,INGRESO
214,P-1672,3101030-000,2023,3,2023-03-14T00:00:00-03:00,CVT,376,Nro.de Orden: 1256243910411 Código Obra 0256,P-1672,76207028-6,0,0,13516,0,0,0,INGRESO
215,P-1714,3101030-000,2023,3,2023-03-15T00:00:00-03:00,CVT,439,EP N° 7 OBRA DEPARTAMENTAL II,P-1714,77576314-0,0,5266823,13524,0,5266823,5266823,INGRESO
216,P-1714,3101030-000,2023,3,2023-03-15T00:00:00-03:00,CVT,439,"UF 147.97 X T/C 35.593,86",P-1714,77576314-0,0,0,13524,0,0,0,INGRESO
217,P-1695,3101030-000,2023,3,2023-03-15T00:00:00-03:00,CVT,441,EP 299-49-7 Obra 299 Edificio HOY Estoril,P-1695,84102200-9,0,2248403,13525,0,2248403,2248403,INGRESO
218,P-1695,3101030-000,2023,3,2023-03-15T00:00:00-03:00,CVT,441,"Segun contrato N° ECBI-299-49 DE FECHA 11-02-2022
",P-1695,84102200-9,0,0,13525,0,0,0,INGRESO
219,P-1695,3101030-000,2023,3,2023-03-15T00:00:00-03:00,CVT,441,Por la instalacion de CCDD,P-1695,84102200-9,0,0,13525,0,0,0,INGRESO
220,P-1688,3101030-000,2023,3,2023-03-17T00:00:00-03:00,CVT,646,EP N° 6 OBRA CP6026 - Edificio Suiza CCDD,P-1688,76071313-9,0,6279006,13527,0,6279006,6279006,INGRESO
221,P-1688,3101030-000,2023,3,2023-03-17T00:00:00-03:00,CVT,646,CP6026-029-0004 OBRA SUIZA,P-1688,76071313-9,0,0,13527,0,0,0,INGRESO
222,P-1688,3101030-000,2023,3,2023-03-17T00:00:00-03:00,CVT,646,ESPECIALIDAD: CORRIENTES DEBILES,P-1688,76071313-9,0,0,13527,0,0,0,INGRESO
223,P-1716,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,747,EP  ADICIONALES OBRA ASTARA LOGISTIA CHILE SPA,P-1716,76040171-4,0,3325353,13530,0,3325353,3325353,INGRESO
224,P-1716,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,747,"UF 93,44 X T/C 35.588,11",P-1716,76040171-4,0,0,13530,0,0,0,INGRESO
225,P-1703,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,748,EP 8 OBRA SANTA VICTORIA 99,P-1703,78056380-K,0,6916990,13531,0,6916990,6916990,INGRESO
226,P-1703,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,748,CONTRATO CCTV CITOFONIA ALARMA CONTRA ROBO,P-1703,78056380-K,0,0,13531,0,0,0,INGRESO
227,P-1703,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,748,"DETECCION Y ALARMA CONTRA INCENDIO
",P-1703,78056380-K,0,0,13531,0,0,0,INGRESO
228,P-1680,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,749,EP N°10 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,2763293,13532,0,2763293,2763293,INGRESO
229,P-1680,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,749,SEGÚN OC 9000010356 HES 1001194402,P-1680,91300000-5,0,0,13532,0,0,0,INGRESO
230,P-1680,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,749,"CODIGO DE OBRA 10022361 /ESPECIALIDAD: CORRIENTES
DEBILES",P-1680,91300000-5,0,0,13532,0,0,0,INGRESO
231,P-1680,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,750,EP N°9 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,1341539,13533,0,1341539,1341539,INGRESO
232,P-1680,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,750,SEGÚN OC 9000010357 HES 1001194405,P-1680,91300000-5,0,0,13533,0,0,0,INGRESO
233,P-1680,3101030-000,2023,3,2023-03-20T00:00:00-03:00,CVT,750,CODIGO DE OBRA 10022361 /ESPECIALIDAD: Telecomunicaciones,P-1680,91300000-5,0,0,13533,0,0,0,INGRESO
234,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,822,EP N°10 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,2763293,0,1031,2763293,0,-2763293,INGRESO
235,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,822,SEGÚN OC 9000010356 HES 1001194402,P-1680,91300000-5,0,0,1031,0,0,0,INGRESO
236,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,822,"CODIGO DE OBRA 10022361 /ESPECIALIDAD: CORRIENTES
DEBILES",P-1680,91300000-5,0,0,1031,0,0,0,INGRESO
237,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,823,EP N°9 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,1341539,0,1032,1341539,0,-1341539,INGRESO
238,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,823,SEGÚN OC 9000010357 HES 1001194405,P-1680,91300000-5,0,0,1032,0,0,0,INGRESO
239,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,823,CODIGO DE OBRA 10022361 /ESPECIALIDAD: Telecomunicaciones,P-1680,91300000-5,0,0,1032,0,0,0,INGRESO
240,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,824,EP N°10 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,2763293,13558,0,2763293,2763293,INGRESO
241,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,824,SEGÚN OC 9000010356 HES 1001194402,P-1680,91300000-5,0,0,13558,0,0,0,INGRESO
242,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,824,"CODIGO DE OBRA 10022361 /ESPECIALIDAD: CORRIENTES
DEBILES",P-1680,91300000-5,0,0,13558,0,0,0,INGRESO
243,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,825,EP N°10 - OBRA:EDIFICIO NUEVA UNO,P-1680,91300000-5,0,1341539,13559,0,1341539,1341539,INGRESO
244,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,825,SEGÚN OC 9000010356 HES 1001194402,P-1680,91300000-5,0,0,13559,0,0,0,INGRESO
245,P-1680,3101030-000,2023,3,2023-03-21T00:00:00-03:00,CVT,825,CODIGO DE OBRA 10022361 /ESPECIALIDAD: Telecomunicaciones,P-1680,91300000-5,0,0,13559,0,0,0,INGRESO
246,P-1718,3101030-000,2023,3,2023-03-24T00:00:00-03:00,CVT,1027,EP N° 4 OBRA Viña Outlet Park Etapa 4 PATIO DE COMIDA,P-1718,76525290-3,0,10484613,13571,0,10484613,10484613,INGRESO
247,P-1718,3101030-000,2023,3,2023-03-24T00:00:00-03:00,CVT,1027,Contrato 7000028408 HES 1000454339,P-1718,76525290-3,0,0,13571,0,0,0,INGRESO
248,P-1718,3101030-000,2023,3,2023-03-24T00:00:00-03:00,CVT,1032,EP N° 5 OBRA Viña Outlet Park Etapa 4 PATIO DE COMIDA,P-1718,76525290-3,0,7883429,13572,0,7883429,7883429,INGRESO
249,P-1718,3101030-000,2023,3,2023-03-24T00:00:00-03:00,CVT,1032,Contrato 7000028408 HES 1000453635,P-1718,76525290-3,0,0,13572,0,0,0,INGRESO
250,P-1684,3101030-000,2023,3,2023-03-24T00:00:00-03:00,CVT,1066,EP N° 6 OBRA: EDIFICIO GOYCOLEA,P-1684,76525290-3,0,1796844,13574,0,1796844,1796844,INGRESO
251,P-1684,3101030-000,2023,3,2023-03-24T00:00:00-03:00,CVT,1066,"UF 967,3317 X T/C 35.588,11",P-1684,76525290-3,0,0,13574,0,0,0,INGRESO
252,P-1684,3101030-000,2023,3,2023-03-24T00:00:00-03:00,CVT,1066,CONTRATO N° 7000023346-00010  FECHA 13 DE SEPTIEMBRE 2021/CCDD Y TELECOMUNICACIONES,P-1684,76525290-3,0,0,13574,0,0,0,INGRESO
253,P-1713,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1102,EP DR 51-54-2,P-1713,96568180-9,0,3617655,13575,0,3617655,3617655,INGRESO
254,P-1713,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1102,OBRA -51 RESERVA SAN FRANCISCO EDIFICIO,P-1713,96568180-9,0,0,13575,0,0,0,INGRESO
255,P-1713,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1102,CONTRATO 51-54 INSTALACION DE CORRIENTES DEBILES,P-1713,96568180-9,0,0,13575,0,0,0,INGRESO
256,P-1686,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1104,EP N° 0010 OBRA: EDIFICIO MACUL ICALMA,P-1686,89853600-9,0,6542742,13576,0,6542742,6542742,INGRESO
257,P-1686,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1104,"UF 196.1200X T/C 35.583,52",P-1686,89853600-9,0,0,13576,0,0,0,INGRESO
258,P-1686,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1104,SEGUN CONTRATO 0656-1016 DE FECHA 27-09-2021,P-1686,89853600-9,0,0,13576,0,0,0,INGRESO
259,P-1686,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1104,SUB-CONTRATO 06561016 CORRIENTES DEBILES Y TELECOMUNICACIONES,P-1686,89853600-9,0,0,13576,0,0,0,INGRESO
260,P-1706,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1127,EEPP N°1 Obra California,P-1706,79877450-6,0,7522410,13577,0,7522410,7522410,INGRESO
261,P-1706,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1127,SUBCONTRATO SCOV INSTALACIONES CCDD Y TELECOMUNICACIONES,P-1706,79877450-6,0,0,13577,0,0,0,INGRESO
262,P-1726,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1128,EP ANTICIPO  OBRA PLANTA BIOGAS LA GLORIA,P-1726,76574649-3,0,13825348,13578,0,13825348,13825348,INGRESO
263,P-1726,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1128,HES 1000045449,P-1726,76574649-3,0,0,13578,0,0,0,INGRESO
264,P-1707,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1129,EP N° 5 DE OBRA : EDIFICIO LAS TRANQUERAS,P-1707,76910360-0,0,3050635,13579,0,3050635,3050635,INGRESO
265,P-1707,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1129,"85,74 UF X T/C 35.580,07 DE FECHA 23-12-2022",P-1707,76910360-0,0,0,13579,0,0,0,INGRESO
266,P-1707,3101030-000,2023,3,2023-03-27T00:00:00-03:00,CVT,1129, PROV  E INSTALACION DE CCDD Y TELECOMUNICACIONES,P-1707,76910360-0,0,0,13579,0,0,0,INGRESO
267,P-1726,3101030-000,2023,3,2023-03-28T00:00:00-03:00,CVT,1168,EP ANTICIPO  OBRA PLANTA BIOGAS LA GLORIA,P-1726,76574649-3,13825348,0,1033,13825348,0,-13825348,INGRESO
268,P-1726,3101030-000,2023,3,2023-03-28T00:00:00-03:00,CVT,1168,HES 1000045449,P-1726,76574649-3,0,0,1033,0,0,0,INGRESO
269,P-1726,3101030-000,2023,3,2023-03-28T00:00:00-03:00,CVT,1180,EP ANTICIPO  OBRA PLANTA BIOGAS LA GLORIA,P-1726,76574649-3,0,13825348,13584,0,13825348,13825348,INGRESO
270,P-1726,3101030-000,2023,3,2023-03-28T00:00:00-03:00,CVT,1180,HES 1000045449 OC  3200018059,P-1726,76574649-3,0,0,13584,0,0,0,INGRESO
271,P-1696,3101030-000,2023,3,2023-03-28T00:00:00-03:00,CVT,1224,EP N° 09 - OBRA: EDIFICIO SANTA VICTORIA,P-1696,96812990-2,0,5751334,13587,0,5751334,5751334,INGRESO
272,P-1696,3101030-000,2023,3,2023-03-28T00:00:00-03:00,CVT,1224,"UF 161,65 X T/C 35.578,93",P-1696,96812990-2,0,0,13587,0,0,0,INGRESO
273,P-1696,3101030-000,2023,3,2023-03-28T00:00:00-03:00,CVT,1224,CCDD Y TELECOMUNICACIONES /CONTRATO N° VIC-59 DE FECHA 01-03-2022.,P-1696,96812990-2,0,0,13587,0,0,0,INGRESO
